id,Y
366,20597.31
367,7208.658
368,37425.78
369,21541.75
370,15833.429
371,19403.912
372,8903.658
373,14546.169
374,25033.014
375,9817.834
376,1820.615
377,19453.682
378,4975.678
379,16847.318
380,15168.191
381,14703.603
382,17197.816
383,7390.661
384,39934.742
385,4625.4434
386,12623.066
387,15418.361
388,18355.578
389,4239.559
390,10603.76
391,8938.178
392,5051.095
393,30923.145
394,16588.197
395,2872.5337
396,13627.422
397,13767.557
398,16947.217
399,28681.977
400,5228.25
401,26397.908
402,3798.1504
403,19602.041
404,8851.441
405,23961.69
406,12783.843
407,15802.819
408,25557.459
409,3481.787
410,21437.555
411,10881.355
412,18725.771
413,22033.387
414,11525.892
415,22143.12
416,18772.156
417,26853.707
418,12206.494
419,8006.2827
420,4727.935
421,9180.778
422,13016.583
423,15932.756
424,6050.343
425,6608.547
426,27725.887
427,22986.492
428,15103.837
429,13569.513
430,27622.69
431,20899.15
432,26995.684
433,9436.08
434,28930.023
435,42867.133
436,14274.968
437,1713.095
438,37858.184
439,5123.211
440,21412.973
441,13529.053
442,38333.91
443,14311.9795
444,5282.408
445,7591.1763
446,7474.526
447,2174.0103
448,8179.13
449,18874.754
450,9166.639
451,3200.4976
452,9546.22
453,15382.919
454,5319.0854
455,18980.066
456,15725.21
457,21834.639
458,8630.341
459,15698.103
460,3471.1416
461,22334.258
462,11661.867
463,14460.795
464,12459.511
465,10685.171
466,5301.787
467,42251.816
468,19020.893
469,8936.09
470,17225.51
471,23530.951
472,22280.346
473,11361.251
474,9777.474
475,6100.876
476,30634.363
477,27944.123
478,19363.795
479,8965.782
480,4474.9126
481,27554.49
482,3924.5505
483,32907.16
484,33086.5
485,23209.955
486,3928.948
487,22320.586
488,9071.419
489,7668.636
490,11713.423
491,19072.246
492,4982.294
493,1266.5331
494,38375.793
495,20543.596
496,4150.3594
497,16389.502
498,41568.71
499,14053.291
500,4159.884
501,23517.58
502,28547.791
503,4936.7373
504,9610.983
505,4864.6562
506,12856.607
507,9100.311
508,16965.297
509,19626.285
510,17255.848
511,15276.117
512,14605.668
513,13224.342
514,34810.816
515,32436.043
516,35398.363
517,32504.697
518,10580.867
519,15934.366
520,37977.81
521,13656.279
522,12623.765
523,27007.76
524,25014.828
525,21680.545
526,14812.475
527,27596.121
528,23039.123
529,7550.6733
530,16882.043
531,2179.355
532,46681.887
533,16368.897
534,3547.1985
535,37038.426
536,19897.723
537,26694.678
538,5205.1963
539,17265.807
540,10726.229
541,6185.2974
542,27675.428
543,12901.244
544,8895.892
545,12267.615
546,41202.555
547,29939.34
548,36984.598
549,2839.8472
550,36299.89
551,4624.601
552,13014.225
553,8774.254
554,3933.6433
555,18623.807
556,5525.44
557,2215.7488
558,9634.185
559,9100.797
560,8921.306
561,32238.88
562,7248.122
563,6579.6465
564,28168.807
565,6966.903
566,26289.172
567,13436.198
568,8970.837
569,30239.56
570,11733.09
571,3941.3506
572,25434.615
573,6439.5645
574,11796.386
575,27754.354
576,17446.166
577,22062.467
578,39807.094
579,25415.459
580,11630.188
581,12066.471
582,2740.9805
583,6510.1787
584,2885.3423
585,40776.15
586,5212.3457
587,4759.174
588,13261.272
589,9124.481
590,17132.188
591,4173.576
592,4560.4854
593,20596.445
594,12010.062
595,29914.879
596,16339.62
597,8770.137
598,20189.408
599,30336.328
600,6201.271
601,13873.2295
602,37465.137
603,29019.252
604,8665.562
605,1896.0741
606,4581.6543
607,25344.49
608,13402.934
609,24100.945
610,30591.854
611,13953.139
612,12574.426
613,9431.123
614,5061.7593
615,35976.473
616,18736.08
617,3723.4746
618,26573.31
619,2587.1458
620,10174.774
621,42839.914
622,27089.793
623,6327.1475
624,7836.228
625,5152.203
626,15476.718
627,40567.234
628,20780.1
629,24406.41
630,13152.632
631,7056.425
632,6622.852
633,18348.98
634,31434.793
635,28215.16
636,6709.6685
637,3771.9695
638,11928.94
639,5013.4385
640,10238.918
641,15447.784
642,14909.946
643,14412.246
644,5947.527
645,23958.81
646,10091.032
647,5579.2314
648,13576.581
649,1669.2087
650,6847.286
651,7637.3804
652,40692.395
653,22676.078
654,10923.1045
655,6228.242
656,11274.937
657,8326.932
658,4964.4897
659,35418.02
660,20038.8
661,37019.04
662,20810.781
663,4547.202
664,35374.742
665,25971.213
666,2517.5955
667,3496.422
668,13680.448
669,5567.1006
670,6934.702
671,32082.18
672,7549.377
673,11936.725
674,18549.408
675,9801.844
676,1620.2513
677,16026.988
678,8208.577
679,17803.078
680,2760.1138
681,10554.943
682,19075.393
683,5622.2954
684,5711.111
685,21252.145
686,14357.861
687,10432.849
688,5014.4956
689,24943.502
690,10695.428
691,4752.773
692,23259.281
693,30679.975
694,31965.94
695,5549.5093
696,8943.678
697,5922.2734
698,16759.4
699,11233.943
700,6853.036
701,21800.97
702,7015.5684
703,28231.85
704,3578.6375
705,12672.392
706,24970.969
707,4324.9497
708,12114.302
709,1133.3655
710,28232.117
711,6267.2217
712,26276.79
713,7520.995
714,29602.408
715,3689.1409
716,4745.439
717,22002.12
718,7127.049
719,11860.419
720,23791.61
721,33922.55
722,9180.2705
723,18661.287
724,1598.2267
725,6387.9443
726,3786.1587
727,14890.449
728,9455.513
729,15860.664
730,4038.0444
731,9084.303
732,5242.8574
733,16066.519
734,45505.902
735,35835.117
736,8469.815
737,19915.72
738,9692.8125
739,5951.789
740,23363.06
741,17869.83
742,18096.062
743,19246.77
744,18889.322
745,3059.705
746,3465.2888
747,8058.6475
748,4791.7344
749,11565.147
750,14146.092
751,23884.709
752,17226.742
753,9175.229
754,2274.4546
755,6788.6807
756,8694.546
757,6345.8955
758,3846.0361
759,39348.418
760,23161.814
761,14231.888
762,9537.865
763,28945.01
764,29982.916
765,29334.156
766,14262.543
767,6287.238
768,4237.687
769,25214.781
770,18543.2
771,2758.0027
772,17199.49
773,25831.176
774,18594.982
775,11271.26
776,9042.041
777,16524.42
778,21010.809
779,4021.1772
780,28006.049
781,24191.654
782,37124.043
783,38199.28
784,10665.602
785,6101.772
786,8376.639
787,1753.388
788,19805.746
789,11117.591
790,6544.6016
791,19377.688
792,25611.871
793,26598.285
794,37041.5
795,23080.69
796,16301.345
797,8794.345
798,5255.38
799,5177.7974
800,27004.746
801,10949.003
802,35778.6
803,13293.4375
804,10936.75
805,12521.075
806,3339.8555
807,862.8501
808,25788.05
809,13025.052
810,26399.37
811,16237.045
812,6827.2
813,15693.133
814,28583.18
815,6973.1055
816,12922.364
817,13222.728
818,17277.023
819,9339.816
820,15055.471
821,14358.026
822,7400.0356
823,5766.5283
824,12619.913
825,19884.5
826,5329.43
827,20116.621
828,35552.914
829,9542.306
830,7077.833
831,25332.793
832,16300.257
833,17968.627
834,7526.923
835,10651.248
836,1984.6495
837,33369.266
838,15138.622
839,28743.727
840,14221.047
841,18760.773
842,22070.57
843,22407.61
844,1499.9066
845,36595.906
846,8656.07
847,33141.547
848,5148.1455
849,9771.321
850,2735.7595
851,17186.242
852,5048.3594
853,6439.202
854,3105.133
855,3897.9856
856,38916.176
857,3397.2012
858,27939.193
859,21281.35
860,26796.53
861,2451.3684
862,11233.601
863,15233.722
864,6382.9624
865,7038.3027
866,28351.541
867,39936.645
868,38771.145
869,12078.929
870,3402.8416
871,30321.432
872,21114.844
873,4942.651
874,7346.1387
875,13855.907
876,35491.934
877,21630.232
878,12302.238
879,26856.525
880,8273.929
881,10847.565
882,26268.57
883,17517.14
884,13273.825
885,1384.4415
886,33222.055
887,3568.0396
888,8231.919
889,8031.116
890,15579.452
891,34425.562
892,9250.735
893,20854.273
894,25235.76
895,11317.094
896,11550.365
897,33476.08
898,2733.1572
899,6772.6997
900,21888.139
901,13433.789
902,6110.858
903,23520.787
904,7960.778
905,34980.18
906,16270.886
907,13553.798
908,16982.197
909,18683.617
910,1831.3844
911,3400.7095
912,27090.053
913,3490.3738
914,12649.545
915,17805.762
916,7667.437
917,6466.3755
918,7867.7275
919,12099.395
920,3724.0464
921,16854.357
922,7793.0347
923,37553.137
924,6292.751
925,3727.597
926,22335.621
927,49577.363
928,3376.9583
929,14643.858
930,5987.9873
931,2289.2546
932,47405.28
933,39695.484
934,13584.754
935,8199.86
936,2421.9749
937,12836.183
938,14769.477
939,22322.8
940,27215.336
941,5457.5557
942,14347.417
943,19503.115
944,15245.437
945,4316.451
946,1979.733
947,14727.729
948,10628.364
949,10097.252
950,24158.754
951,2835.0437
952,12316.303
953,4907.113
954,32939.027
955,32017.625
956,4384.667
957,7811.6245
958,1902.3706
959,32181.959
960,4726.213
961,16577.143
962,3008.62
963,10763.233
964,6473.787
965,38534.594
966,21783.117
967,34511.723
968,11959.116
969,3637.9814
970,19635.479
971,15548.3545
972,15195.413
973,7066.9185
974,25820.807
975,31363.91
976,6079.2437
977,12179.886
978,22459.664
979,15169.176
980,6595.191
981,38677.082
982,11160.533
983,24523.12
984,14892.92
985,12479.99
986,2999.009
987,19677.527
988,16814.684
989,26021.021
990,8682.488
991,12728.548
992,12951.915
993,27978.951
994,24435.01
995,34686.08
996,8832.963
997,13773.507
998,21055.701
999,10330.624
1000,5250.174
1001,4035.064
1002,5831.315
1003,11261.073
1004,32394.34
1005,28550.84
1006,22000.65
1007,25967.078
1008,14699.3955
1009,28393.754
1010,27375.482
1011,19744.508
1012,13728.104
1013,25449.174
1014,15338.529
1015,8770.514
1016,26439.38
1017,30958.555
1018,9554.91
1019,6654.9375
1020,21432.729
1021,10829.806
1022,7044.858
1023,11194.487
1024,28282.514
1025,37367.58
1026,21476.701
1027,11116.488
1028,26095.53
1029,11419.85
1030,12514.58
1031,5173.922
1032,11479.332
1033,7482.215
1034,22485.81
1035,15773.08
1036,5882.9697
1037,24544.738
1038,12378.694
1039,2170.9385
1040,5734.6978
1041,18971.361
1042,12098.31
1043,14294.504
1044,15464.177
1045,22577.719
1046,20353.916
1047,13925.738
1048,23970.672
1049,9204.793
1050,9147.494
1051,6586.8926
1052,4165.9194
1053,36884.734
1054,23303.645
1055,11501.524
1056,8901.366
1057,16719.918
1058,22539.016
1059,8321.462
1060,31281.582
1061,7086.493
1062,5609.514
1063,7900.838
1064,35275.895
1065,14360.683
1066,24458.652
1067,5172.4067
1068,9354.821
1069,16482.803
1070,14529.378
1071,12097.606
1072,21327.393
1073,9057.197
1074,3196.0764
1075,9602.307
1076,38661.664
1077,10477.952
1078,8126.401
1079,7771.961
1080,22731.684
1081,25516.908
1082,9716.906
1083,24592.258
1084,2381.6726
1085,11022.283
1086,14188.56
1087,15832.87
1088,1553.5996
1089,11651.428
1090,9275.659
1091,21958.285
1092,6030.1777
1093,11631.309
1094,12228.318
1095,23458.174
1096,2616.7725
1097,6865.984
1098,12706.944
1099,25999.887
1100,23008.82
1101,5394.831
1102,16221.876
1103,43522.32
1104,30671.021
1105,6721.025
1106,19923.47
1107,13665.321
1108,10594.015
1109,15656.79
1110,22039.293
1111,31693.283
1112,7684.415
1113,7444.323
1114,29855.88
1115,11554.553
1116,31453.176
1117,12731.049
1118,11310.813
1119,8921.893
1120,20087.04
1121,3474.6367
1122,20194.473
1123,8226.628
1124,12724.421
1125,7512.564
1126,25621.229
1127,13231.5205
1128,40610.824
1129,22526.1
1130,21034.486
1131,8359.622
1132,24546.236
1133,2779.3237
1134,7076.4355
1135,3745.426
1136,33171.27
1137,28377.781
1138,8236.866
1139,5474.7666
1140,2435.5244
1141,6867.5034
1142,8620.658
1143,4486.0415
1144,7360.4253
1145,1211.6606
1146,38265.934
1147,7440.8735
1148,10512.045
1149,19794.246
1150,25237.252
1151,27598.41
1152,28958.207
1153,21721.11
1154,3466.1252
1155,20172.605
1156,16846.947
1157,22515.746
1158,6334.623
1159,9668.4375
1160,3862.795
1161,7860.4443
1162,6316.2095
1163,31012.455
1164,5268.0776
1165,2543.7783
1166,13239.89
1167,5026.012
1168,13777.066
1169,1336.1785
1170,7690.2734
1171,11621.029
1172,9104.565
1173,7456.8306
1174,18525.082
1175,26338.36
1176,31201.314
1177,9438.052
1178,14310.996
1179,8082.171
1180,16318.316
1181,31363.373
1182,16234.63
1183,8806.331
1184,22376.258
1185,6971.3564
1186,40550.254
1187,31589.055
1188,4628.966
1189,26819.82
1190,22182.984
1191,9441.698
1192,6295.753
1193,5023.6587
1194,7036.8394
1195,4249.138
1196,2977.6392
1197,8628.357
1198,3074.9417
1199,14975.132
1200,8843.796
1201,26344.188
1202,42568.676
1203,3022.6968
1204,5740.7563
1205,4588.193
1206,13393.095
1207,7230.073
1208,30437.352
1209,22021.727
1210,33339.746
1211,10680.005
1212,17608.094
1213,18252.72
1214,27078.377
1215,20956.834
1216,31708.521
1217,20920.11
1218,24945.406
1219,20606.152
1220,12302.332
1221,29998.818
1222,4431.0137
1223,21800.055
1224,4023.303
1225,39934.93
1226,12662.605
1227,19355.523
1228,16746.793
1229,35212.234
1230,10543.846
1231,14815.894
1232,17215.213
1233,25091.766
1234,22913.541
1235,23050.684
1236,10305.638
1237,13343.001
1238,27324.254
1239,30834.443
1240,13559.591
1241,22814.041
1242,11748.644
1243,43319.7
1244,14603.286
1245,6082.306
1246,22014.86
1247,6958.4688
1248,5056.658
1249,14050.57
1250,3607.962
1251,20281.27
1252,12264.551
1253,9148.184
1254,19312.652
1255,15777.88
1256,11910.58
1257,8546.273
1258,15595.925
1259,10088.607
1260,3456.0552
1261,25463.838
1262,4514.3906
1263,29205.914
1264,18541.043
1265,2942.064
1266,2692.2175
1267,9699.998
1268,1175.2352
1269,23221.113
1270,16619.742
1271,7718.484
1272,24994.271
1273,35409.71
1274,29974.367
1275,14194.623
1276,18802.617
1277,3770.1062
1278,6336.4
1279,46983.816
1280,7838.246
1281,4686.0493
1282,20598.488
1283,8263.811
1284,4405.0537
1285,15032.9
1286,37981.465
1287,10773.843
1288,4342.1
1289,40228.504
1290,20562.922
1291,25194.637
1292,2338.6423
1293,11822.686
1294,34016.5
1295,37073.945
1296,35763.28
1297,14232.119
1298,7944.841
1299,6450.562
1300,24564.082
1301,11206.099
1302,36734.344
1303,1851.9553
1304,7698.684
1305,11161.746
1306,16054.28
1307,11027.068
1308,5958.514
1309,1214.0604
1310,3325.7551
1311,3823.061
1312,26217.988
1313,16064.803
1314,14551.803
1315,18953.547
1316,25346.47
1317,41607.223
1318,16864.39
1319,7611.397
1320,7046.746
1321,15420.949
1322,24917.656
1323,26413.22
1324,18721.076
1325,31869.14
1326,9733.695
1327,18863.38
1328,28155.754
1329,8926.14
1330,27838.018
1331,29092.852
1332,6068.3
1333,13616.067
1334,12717.93
1335,10644.616
1336,8195.435
1337,18028.965
1338,36860.895
1339,2408.0696
1340,6605.881
1341,5345.814
1342,9709.449
1343,15681.418
1344,2084.2139
1345,6145.0337
1346,1977.9006
1347,19590.734
1348,37798.332
1349,36271.48
1350,18052.262
1351,5378.4253
1352,22624.926
1353,19809.637
1354,22589.22
1355,6779.408
1356,28523.215
1357,14147.98
1358,12302.638
1359,29149.732
1360,12768.988
1361,37395.527
1362,13674.735
1363,24115.477
1364,24980.594
1365,6235.9346
1366,16216.168
1367,10069.188
1368,10069.794
1369,19933.85
1370,6003.3193
1371,10405.193
1372,23285.537
1373,34613.543
1374,2059.6296
1375,30825.357
1376,19305.709
1377,7202.672
1378,17696.867
1379,41719.434
1380,7148.4395
1381,19212.4
1382,4716.2285
1383,20725.492
1384,12575.865
1385,15996.309
1386,5707.043
1387,12668.657
1388,5712.0913
1389,22906.92
1390,2505.5366
1391,17401.713
1392,25359.432
1393,21361.836
1394,37652.043
1395,45391.086
1396,29178.352
1397,15118.826
1398,7058.5923
1399,16384.312
1400,14945.197
1401,10878.554
1402,17747.44
1403,3560.96
1404,28178.963
1405,18489.656
1406,5330.8438
1407,19007.764
1408,9419.49
1409,1165.71
1410,5987.462
1411,24315.984
1412,2760.206
1413,16838.162
1414,24443.191
1415,2648.796
1416,30411.498
1417,10267.336
1418,12444.321
1419,42380.152
1420,24544.926
1421,2937.4631
1422,15549.289
1423,4445.798
1424,23733.889
1425,25487.404
1426,23266.625
1427,5401.4473
1428,6194.5493
1429,6448.9316
1430,6577.4814
1431,23794.355
1432,18203.854
1433,11166.825
1434,7643.6987
1435,13544.559
1436,4521.4023
1437,31912.238
1438,6983.4424
1439,13200.412
1440,9716.582
1441,5731.92
1442,38909.793
1443,4578.688
1444,9728.693
1445,16833.488
1446,16282.622
1447,4912.1333
1448,8792.718
1449,20145.977
1450,4257.155
1451,34764.832
1452,8580.627
1453,11028.277
1454,15967.013
1455,17633.385
1456,13018.185
1457,14051.025
1458,18525.842
1459,27665.506
1460,18867.572
1461,2023.363
1462,7182.365
1463,10595.359
1464,7676.672
1465,36571.867
1466,28242.674
1467,16353.8545
1468,7295.4175
1469,12037.871
1470,9587.344
1471,11190.836
1472,20906.707
1473,20576.145
1474,18778.209
1475,18036.172
1476,6729.55
1477,10909.361
1478,10023.923
1479,10565.499
1480,14493.394
1481,7279.757
1482,21493.771
1483,4033.7363
1484,35522.38
1485,5522.2363
1486,41127.1
1487,30470.752
1488,2923.1096
1489,3943.8103
1490,9662.445
1491,14391.67
1492,28468.97
1493,15331.143
1494,5137.177
1495,42847.516
1496,3925.307
1497,25568.04
1498,3380.6938
1499,5044.056
1500,11597.744
1501,35526.816
1502,24921.744
1503,31146.252
1504,15599.033
1505,7520.6797
1506,20332.594
1507,5813.144
1508,12513.064
1509,15925.13
1510,8448.33
1511,9635.885
1512,6739.7183
1513,11198.513
1514,3856.8118
1515,21740.135
1516,7824.383
1517,13084.593
1518,9577.793
1519,11854.131
1520,12625.56
1521,18594.096
1522,3847.603
1523,12765.02
1524,24988.814
1525,17183.93
1526,8605.378
1527,5757.888
1528,13694.913
1529,10683.092
1530,6048.5483
1531,6214.137
1532,3239.3325
1533,9114.174
1534,24024.8
1535,6687.5615
1536,5979.54
1537,27795.756
1538,12496.559
1539,19428.467
1540,5166.406
1541,27069.287
1542,5564.0903
1543,34156.547
1544,8835.39
1545,12454.782
1546,7863.6987
1547,8580.226
1548,8919.578
1549,20877.656
1550,9903.907
1551,11218.696
1552,9054.865
1553,32872.656
1554,8962.516
1555,11287.676
1556,10594.5205
1557,6576.917
1558,10166.229
1559,28210.908
1560,11673.295
1561,1051.7177
1562,12976.0625
1563,2800.112
1564,24551.293
1565,27622.768
1566,30310.213
1567,2187.0027
1568,8747.748
1569,2998.0935
1570,8005.015
1571,9590.124
1572,9560.498
1573,11512.026
1574,1836.8701
1575,35665.188
1576,23347.848
1577,12709.636
1578,3981.436
1579,6835.3125
1580,11801.394
1581,4240.562
1582,25377.602
1583,9146.055
1584,19464.63
1585,5351.7324
1586,8756.714
1587,3037.5173
1588,15936.92
1589,13625.576
1590,22055.904
1591,11473.147
1592,20114.375
1593,19016.521
1594,19854.143
1595,22777.43
1596,4645.7793
1597,17858.5
1598,21306.717
1599,16880.145
1600,5800.9473
1601,5220.496
1602,4842.0137
1603,21309.113
1604,17138.445
1605,11749.439
1606,38550.4
1607,11150.67
1608,5221.248
1609,3078.2905
1610,23504.754
1611,5054.5317
1612,14985.647
1613,20256.508
1614,16769.537
1615,15628.474
1616,31586.613
1617,26936.557
1618,19301.143
1619,5707.157
1620,6299.874
1621,13369.114
1622,9751.1
1623,17490.264
1624,5162.642
1625,3768.2544
1626,26849.123
1627,17204.117
1628,22404.553
1629,23459.785
1630,21763.764
1631,20357.41
1632,11836.349
1633,27262.85
1634,5711.5957
1635,17657.418
1636,18309.14
1637,14643.425
1638,8516.109
1639,19432.266
1640,27537.834
1641,30176.812
1642,9804.293
1643,37063.832
1644,10289.972
1645,16012.244
1646,17377.98
1647,35778.906
1648,20449.14
1649,21984.94
1650,13848.39
1651,23699.416
1652,11530.74
1653,17916.383
1654,2472.2249
1655,18422.24
1656,4710.824
1657,16730.541
1658,29835.53
1659,5625.24
1660,8442.901
1661,40519.754
1662,30559.078
1663,9027.116
1664,12188.544
1665,12935.373
1666,9288.7
1667,5164.282
1668,4080.2688
1669,19381.771
1670,26259.504
1671,7727.08
1672,27281.447
1673,11881.217
1674,16508.021
1675,28881.146
1676,3898.6477
1677,3969.5474
1678,17019.28
1679,7327.168
1680,8232.986
1681,25459.953
1682,5340.376
1683,5900.1997
1684,21908.855
1685,27856.582
1686,30564.762
1687,7504.4927
1688,13674.957
1689,17905.963
1690,35554.137
1691,16308.312
1692,1437.9019
1693,28197.164
1694,6731.5786
1695,14867.177
1696,36466.27
1697,19680.455
1698,29580.367
1699,8824.037
1700,9651.42
1701,26844.438
1702,8224.934
1703,7029.0913
1704,33469.664
1705,7489.9834
1706,18356.402
1707,4053.7366
1708,2869.198
1709,38682.727
1710,22564.094
1711,12919.16
1712,4350.006
1713,19554.65
1714,6393.4243
1715,8996.311
1716,27134.914
1717,32580.766
1718,8290.724
1719,12775.64
1720,8864.807
1721,11769.841
1722,14950.929
1723,2941.8464
1724,4186.5713
1725,16124.991
1726,11022.746
1727,2565.5208
1728,28555.496
1729,33326.426
1730,7924.7397
1731,8809.414
1732,4681.1035
1733,17050.943
1734,13829.463
1735,28267.17
1736,15272.141
1737,28553.562
1738,16695.904
1739,20785.371
1740,13384.629
1741,15143.142
1742,10483.779
1743,1393.7666
1744,1989.8184
1745,7125.2812
1746,17633.639
1747,12334.336
1748,8387.64
1749,41397.445
1750,5557.036
1751,17453.506
1752,9013.273
1753,8498.324
1754,5213.161
1755,8546.037
1756,22350.621
1757,22614.182
1758,6827.2134
1759,28206.873
1760,11154.701
1761,8415.8955
1762,2138.8252
1763,3051.051
1764,9933.423
1765,30965.258
1766,18314.748
1767,31435.332
1768,15804.206
1769,10552.709
1770,24896.871
1771,39206.336
1772,10822.051
1773,4510.977
1774,1866.1133
1775,22994.693
1776,2504.4958
1777,40035.11
1778,8956.534
1779,11332.475
1780,9264.422
1781,16074.52
1782,11751.064
1783,26920.531
1784,28663.271
1785,23582.467
1786,35089.07
1787,7975.5366
1788,2658.3464
1789,6190.2905
1790,2722.995
1791,10497.577
1792,37735.586
1793,11324.068
1794,3983.461
1795,4394.9844
1796,17979.016
1797,22244.168
1798,6853.01
1799,22459.299
1800,18342.314
1801,22653.469
1802,6023.544
1803,19041.33
1804,8600.209
1805,34059.48
1806,3655.999
1807,5384.2715
1808,14002.624
1809,4246.561
1810,15381.393
1811,3548.3933
1812,22863.77
1813,7714.458
1814,10999.338
1815,33482.848
1816,33657.465
1817,36261.97
1818,9149.501
1819,7200.0137
1820,13750.786
1821,16671.4
1822,28493.58
1823,11198.363
1824,17547.238
1825,27028.426
1826,25084.014
1827,10365.987
1828,28407.025
1829,4160.606
1830,6029.62
1831,12474.445
1832,16308.094
